sentence,label,idx

"Be prepared for the Chinese New Year: The year of the Earth Dog. || 

@vive_la_florida #vivelaflorida 

#southbeach #miamibeach #miami #florida #travel #traveller #traveler #travelling #chinese #chinesenewyear #yearofthedog #celebration #goodluck #happiness #tradition #culture https://t.co/1dw5KYE7hl",0,1460

"Be prepared for the Chinese New Year: The year of the Earth Dog. || 

@vive_la_florida #vivelaflorida 

#southbeach #miamibeach #miami #florida #travel #traveller #traveler #travelling #chinese #chinesenewyear #yearofthedog #celebration #goodluck #happiness #tradition #culture https://t.co/gk5uacfigo",0,1461

"Happy Chinese New Year 🎊 
Ladies! Beware.. it’s the year of the dog 🐕 these niggas is out here!! Be safe! #LunarNewYear",0,1462

The Lunar New Year festivities at @unistudios has really stepped it up this year. Definitely… https://t.co/bGZSY9aSIb,0,1463

WE GOT @illeniummusic steveaoki tiesto &amp; @nghtmre @hakkasanlv THIS WEEKEND 4 CHINESE NEW YEAR 📲… https://t.co/WAtfvzcKEV,0,1464

Text me wishing me a Happy Chinese New Year on Friday so I know it’s real 🇨🇳,0,1465

Asiatic Fest 2018 - Come celebrate! Biggest Korean/Chinese New Year Celebration! Tickets / GL /… https://t.co/GegFJAVZl8,0,1466

My grandmother would always tell us to eat noodles on the lunar new year because it symbolizes long life. Guess who didn't eat his noodles lmao,0,1467

When the #valentinesday is the same day with my #birthday 🌱 And Chinese New Year is coming... so… https://t.co/bQNAEzZCnV,0,1468

Mr. Xuan Yu’s Chinese New Year calligraphy. https://t.co/Q4ZiTHtRaf,0,1469

excited to be home for lunar new year 🤗,0,1470

"新年快乐，祝中国人过祥和快乐年是对中国人的侮辱，有一天中国人不过中国年，才是真正意义上的解放
Happy new year, I wish the Chinese people a happy and happy year is an insult to the Chinese people. One day, it is only in this year that Chinese people are truly emancipated.",0,1471

"新年快乐，祝中国人过祥和快乐年是对中国人的侮辱，有一天中国人不过这个年，才是真正意义上的解放
Happy new year, I wish the Chinese people a happy and happy year is an insult to the Chinese people. One day, it is only in this year that Chinese people are truly emancipated.",0,1472

"Friendly reminder that Chinese New Year is better than regular New Year in so many ways. 
We drink and gamble with family and kids get cash in red envelopes. https://t.co/882AbJopfs",0,1473

#HappyNewYear: Wonderful Night and Great Fun at the Embassy to Celebrate the Coming Lunar New Year. All the Best Wishes. #Happy2018 https://t.co/7r4TIUyxJF,0,1474

text,0,1475

"Gn.💋2! All.😇

💗

SPREAD!💗

💗

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

     WORLD! 🌐 PEACE! 💗 2! All.☺

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

💗

🍾🍹🧀🍪🍷🍾🧀🍪🍹🍾

HAPPY! NEW! YEAR! 2018! 💋

 🍾🍹🍪🧀🍾🍷🍪🧀🍹🍾

💗 https://t.co/vTGYAqoClQ",0,1476

Happy new year guys!,0,1477

"Happy New Year, Year of The Dog 🐶, At Bellagio Las Vegas https://t.co/eMEumZWPHj

Chinese New Year 🎍  Lunar New Year 🏵️ Floral Display In The 🏮 Bellagio Conservatory 📹 @24k

#Vegas #travel #YearoftheDog #LasVegas #HappyNewYear #TravelTuesday #CNY https://t.co/ZUzJ0FwUjh",0,1478

Test your home for radon! Happy new year! https://t.co/et3b5OAYQ6,0,1479

"Happy new year, I know I'm late, deal with it humans, It is still January https://t.co/lNlZuNyQ9y",0,1480

"Question:/What’s the cut off date for saying “HAPPY NEW YEAR?”  
Answer: I’m asking Larry David!… https://t.co/vntwketmdm",0,1481

"Happy Holibaes, Everyone! 😁👨🏾‍💻

https://t.co/m1mFkzzRpC

#blogger #bae #relationships #holidays #socialmedia #pics",0,1482

@Sydney_Key Happy New Year to you!💯😎,0,1483

"WWE SmackDown LIVE results, Jan. 23, 2018: AJ Styles sees double as he combats The “Yep!” Movement  https://t.co/KreWCgdT5d via @wwe HAPPY NEW YEAR 2018 WWE!",0,1484

"Enter To Win This Beautiful 2018 Blue Bottle- ""Chinese New Year Of The Dog""https://t.co/KPwTZ2u1gZ",0,1485

@Legacy_Building @AudraAnnika @Reach1SocMedia @MatHandInsider @CannedFoodFan Greatly appreciate the follow and a pleasure to meet you all. Happy New Year https://t.co/LQOKD0Etsz,0,1486

"@briellebobbie Happy New Year, Brie! https://t.co/0gHfN17Uen",0,1487

"Celebrate Lunar New Year this year with Haagen Dazs special edition ice cream cake for Royal Celebration.

Get yours at Haagen Dazs Emporium Pluit Mall now! (available until 28 February 2017)

Haagen Dazs | Ground Floor, EPM https://t.co/CwQjyy2mBE",0,1488

"2018 LUNAR NEW YEAR GALA BANQUET⚜️FASHION SHOW
#etfashion #fashionshow #newyear #modeling… https://t.co/47lRrYB1cw",0,1489

"2018/02/18: Chapel Hill, NC, United States: Chinese New Year Banquet 2018 https://t.co/3wZ29pkzkt https://t.co/b6nMPmv7I3",0,1490

Happy New Year-Next 🔥 Snippet from my upcoming project dropping Feb 14th 2018 Pimpin Ain’t Eazy… https://t.co/iJdtNAJ0WH,0,1491

Just loving my new vintage Cadillac &lt;3 Definitely the best Happy New Year present for the… https://t.co/eTFiiMwOr4,0,1492

"Happy New Year - #Trust that the color of our skin does not have to relate us , Our #Soul can do the Job https://t.co/3W2RMwILrx       &gt; @JBJSoulFound @jonbonjovi #jbjsoulkitchen",0,1493

"Happy New Year, believe this  - “Sometimes your only available transportation is a leap of faith. https://t.co/mttbRUSklE … … … … … … … … … … … … … … … … … … … … … @springsteen #springsteen",0,1494

"Happy New Year, try this  - “#CHANGE your life today. Don’t gamble on the future; act now, without delay.” https://t.co/RCVRxq4ncl... Do  #costbenefitanalysis in 2018",0,1495

"Happy New Year , remember this - Don’t sell yourself short; the biggest #limitations you face come from within https://t.co/aJ5kulnTx9....",0,1496

Happy New Year -Please view this   New PSA by @jonbonjovi @JBJSoulFound for #jbjsoulkitchen https://t.co/9dQ0FtBSQS … … … … … … … … … …,0,1497

"Chinese New Year 2018
Friday, February 16, 2018
         Year of the Dog
           22 Days
#ChineseNewYear2018
#LunarYear
#DogYear
#Peanuts https://t.co/DSc5xl8Bmy",0,1498

"Celebrate our diverse community!

Join our upcoming Flushing Lunar New Year Parade (Reception).… https://t.co/XDQkRsOFMS",0,1499

"The Flushing Lunar New Year Committee, led by Peter Tu, is busy preparing for our biggest… https://t.co/U1ppnRemgB",0,1500

"Celebrate our diverse community!

Join our upcoming Flushing Lunar New Year Parade (Reception).… https://t.co/pGgzkkkiIT",0,1501

"@JamesWalkerCTO good to see you, James! Happy New Year!",0,1502

#Holidays https://t.co/pdS4mmYd9o,0,1503

Happy new year’s https://t.co/mRYL3Ouw7q,0,1504

"Growing up in my teens watching wrestling I had a lot of respect for @Goldberg. Seeing him as an adult, in an episode of @CW_TheFlash last night made me respect him even more. Thank you for constantly being a part of things that inspire and motivate me #BigSir ;-) Happy New Year.",0,1505

#community #editorials #events #holidays #politics and more  Surreal ValeCity https://t.co/6SdDgZXuM9,0,1506

"SPRING CLEARANCE SALE $12.95
CC Messy Bun Ponytail Beanies

#winter #cold #holidays #snow #rain… https://t.co/7XgyPXvgNZ",0,1507

"Are you a fan of #SmartCities?
So are we. That’s why we follow the @MarketplaceCity newsletter: https://t.co/0tvUR7W0ur",0,1508

Stop telling me Happy New Year!!!! It’s almost daylights saving time!!!😆😆😆😆,0,1509

"January Special!  Happy New Year 😊
Buy 1 package of (4) Fat Burner Injections for $55
AND… https://t.co/8ejgrotrVy",0,1510

"Fat Rice making Fortune Cookies Against Humanity, among new Chinese Year of the Dog specials https://t.co/BzWwXReGzA https://t.co/1wQBo0O23B",0,1511

Happy New Year!! Loving how @denisebidot styled our Cece slip dress. Gorgeous! #shegulny… https://t.co/maagSiZgwr,0,1512

Happy New year to you too@KimNews3LV,0,1513

Next month marks 5 months on the path to celibacy. It actually hasn’t been that bad. Just not into sharing my energy with just anyone. I go through these monk stages. But after Chinese New Year I can’t promise you more lol 😂,0,1514

"the Showlist
2018 Chinese New Year Night
@liedcenterks 
Jan 27th 6:30pm
General Admission https://t.co/pxLX8GGrjb",0,1515

"1st Prize
4K HD TV

2018 KUCSSFA Chinese New Year Night 
January 27th 2018 6:30pm
Lied Center 
https://t.co/D39ilwqq60 … … https://t.co/1fx9X5dRqH",0,1516

It's the year of the dog. The Bellagio just put up their Chinese New Year flower garden… https://t.co/ut0y5WeJYR,0,1517

"You may call this ""Wednesday"", but I'm calling it ""Token White Guy Who Speaks Fluent Mandarin Guests on Chinese TV Lunar New Year Special Program"" 🤗🍾🍷🍸🍹🍽️📺🎬

#host #emcee #actor #writer #China #taiwan #chinesenewyear #ettv https://t.co/vqy4F9y4hw",0,1518

🐕🐕🐕Chinese New Year Celebration🐕🐕🐕 Sat. Feb. 10th 10am-2pm. The Year of the DOG. Houston Lion… https://t.co/8A5eGYuew7,0,1519

Happy New Year from Heart Farm! We will start Saturday Goat Yoga this Sat 10AM. Please contact… https://t.co/WJc2Q7JGmA,0,1520

@pattymo @willmenaker @cushbomb @ConnorSouthard Happy New Year,0,1521

Just finished a Chinese New Year commercial filming. Look for me on the local Chinese channel!,0,1522

"@realDonaldTrump 🍾🍹🧀🍪🍷🍾🧀🍪🍹🍾

HAPPY! NEW! YEAR! 2018! 💋

 🍾🍹🍪🧀🍾🍷🍪🧀🍹🍾

💗",0,1523

Always proof read your emails or you'll end up like me: copy and pasting an email with merry christmas and happy new year still attached to it:)))),0,1524

Lunar New Year Red envelopes. Year of the Dog. Disney California Adventure https://t.co/x7xZxFjGds,0,1525

"Ella Thomas a great 3rd grader from Hixson! Likes science, art &amp; basketball. When she grows up, Ella wants to be a meteorologist! She certainly got an awesome start as Paul’s #JuniorForecaster today! Happy new year, Ella, and howdy to all at Big Ridge Elementary 😀 https://t.co/qTmCDjZNsf",0,1526

"January is nearly over, we’ve stopped saying Happy New Year and you’re still trying to figure… https://t.co/7LoR61zeMs",0,1527

"In Celebration of the Lunar New Year!
It's the Year Of The Dog, and we're celebrating the Lunar… https://t.co/um3TtohPRt",0,1528

Students in second grade have been reading a story on the Chinese Year New. After reading the story students were placed into cooperative learning groups  using chrome books to compare and contrast the Chinese New Year and the American New Year customs. #sharepcs https://t.co/dNCh9BBVdJ,0,1529

"Gn.💋2U!😇

💗

SPREAD! 💗

💗

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

      WORLD! 🌐 PEACE! 💗 2! All.☺

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

💗

🍾🍹🧀🍪🍷🍾🧀🍪🍹🍾

HAPPY! NEW! YEAR! 2018! 💋

 🍾🍹🍪🧀🍾🍷🍪🧀🍹🍾

💗 https://t.co/s4iqZKt33z",0,1530

Hey Tricia !  Happy New Year! 🎊 LOL 🎊 https://t.co/UOKRBOYASm,0,1531

@thewandermiss Happy New Year!!,0,1532

#arts #community #editorials #events #holidays #politics and more  Surreal ValeCity https://t.co/6SdDgZXuM9,0,1533

@6foot5nbearded Lmaoooo yo I'm just hoping people have a happy new year!,0,1534

"Can I still say ""happy new year"" to people I haven't seen yet, or is that pushing it? Asking for me.",0,1535

#Archives #reviews #Holidays https://t.co/pdS4mmYd9o,0,1536

"Ad 
✨Ya empezamos a celebrar el Año Nuevo Lunar con @LingLingPanda 💫

¡Delicioso! 

#linglingasianfood #LA #asianfood

✨We started to celebrate Lunar New Year with @LingLingPanda 💫

Absolutely delicious! 👌 https://t.co/JXiTdIe8hC",0,1537

That’s how you look forward to the great things coming up in 2018 !!! 🤩 Happy New Year… https://t.co/gvnvWvuShP,0,1538

@ocean_sun19 Happy New Year! 😊,0,1539

Have fun learning Lunar New Year recipes with @LingLingPanda #LingLingAsianFood #ad #LA @… https://t.co/1l9OcRi8Sn,0,1540

"Happy New Year! I’ve come out of the woods...it’s been a month since I’ve posted anything, so I… https://t.co/BOWHik3pEs",0,1541

@dweinman22 @SavePrvtRyan guy in front of us just wished the guy he sits next to a happy new year.,0,1542

At what point in the year is is too late to say “Happy New Year”?,0,1543

Finally a chance to have a full serving but the results remain mediocre to me. Smooth with subtle evergreen embellishment. A bit grassy. - Drinking a Merry Christmas &amp; Happy New Year (Our Special Ale) (2017) @ Blue Collar Taproom - https://t.co/hbvxvAsRGl #photo,0,1544

“Hey happy new year”,0,1545

Nike’s Chinese New Year gear is pretty fire! @ohUKno2 I need the plug bro.💯,0,1546

Excited to attend two annual winter events in KCMO. Chinese New Year will be held @nelson_atkins on 1/28/18.  My favorite auction held @kansascityarts on 2/17/18. Check out their websites to find detailed information on both.,0,1547

Its almost lunar new year and ya girl could use some lucky money🤑🤑 just sayin❤️,0,1548

"Trinity Glass Cap for #dotRDA24 (24mm) #MADE IN #USA

#Chinese #New #Year is just around the… https://t.co/OkB3H81E4X",0,1549

"Me :: *drawing A+ poster*
Spotify ad :: PF Chang's is celebrating Chinese New Year!
Me :: ABORT, ABORT! *closes Spotify*",0,1550

Celebrating Lunar New Year with @chefkatiechin and @LingLingPanda #linglingasianfood #LA #ad @… https://t.co/1j39ZHoBGH,0,1551

Happy New Year -Please view this   New PSA by @jonbonjovi @JBJSoulFound for #jbjsoulkitchen https://t.co/9dQ0FtBSQS … … … … … … … … … … …,0,1552

#community #editorials #events #holidays #politics and more  Surreal ValeCity https://t.co/6SdDgZXuM9,0,1553

"This my Rock n Roll Shit-Storytelling, Barz, n Boobs-Happy New Year Merry Christmas-Next 🔥… https://t.co/4cAqWDElYs",0,1554

"“What’s up @TheAnnabelBrog , love you, happy new year” 🤩 NOT AS MUCH AS WE LOVE YOU… https://t.co/o1XbHxAqoM",0,1555

#Holidays https://t.co/pdS4mmYd9o,0,1556

"@FoxNews @POTUS @theresa_may While your there .. mention .. 

SPREADING! 💗 (your heart💗)

💗

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

      WORLD! 🌐 PEACE! 💗 2! All.☺

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

💗

🍾🍹🧀🍪🍷🍾🧀🍪🍹🍾

HAPPY! NEW! YEAR! 2018! 💋

 🍾🍹🍪🧀🍾🍷🍪🧀🍹🍾

💗",0,1557

"MGM expected to finally open its lond-delayed Cotai property on Jan. 29. However, local approval process not completed, so opening shifted to undisclosed date in February -  hopefully before Chinese New Year starting mid month. https://t.co/mliirNsi1d",0,1558

"Coming!
Chinese New Year 2018
Friday, February 16, 2018
        Year of the Dog
          21 Days
#ChineseNewYear2018
#LunarYear
#DogYear
#Peanuts https://t.co/auNRvJMXAF",0,1559

An amazing Lunar New Year assembly @HeathcoteSchool! #heathcotepride #ChineseNewYear https://t.co/g7U40lhPu4,0,1560

Early Lunar New Year Celebration!  We welcome the YEAR of the DOG 🐶 #heathcotepride https://t.co/GHVQVqQnVb,0,1561

Chinese New Year round the corner tapi langsung takda feel here.,0,1562

"My top 5 release this year. From Nike 
1)concords
2)all black 9’s 
3)White and black 9’s
4)black cements 
5) Chinese New Year 6’s.",0,1563

More Chinese New Year decor popping up 🎉 #ChineseNewYear #Metreon #SanFrancisco #SF #BayArea… https://t.co/wqAIPVPdqP,0,1564

"January Special!  Happy New Year 😊
Buy 1 package of (4) Fat Burner Injections for $55
AND… https://t.co/8DjvFFHrEE",0,1565

Chinese New Year 6s go wayyyy harder than everybody think,0,1566

Paint Branch Students @PBESBEES @PaintBranchPTA share Chinese New Year with parents and community @pgcps @LibbyKara https://t.co/ltmXovhqu6,0,1567

New Year's Celebration at Paint Branch Chinese Immersion https://t.co/99CYzISLZg,0,1568

"The Westfield Santa Anita is all ready for Lunar New Year with pretty decor, one awesome… https://t.co/rVTy0DTxu9",0,1569

The #holidays aren't over yet! ABCD's Citywide Boston Hispanic Center celebrates #ThreeKingsDay today.  Check out the recap from last year's event... https://t.co/Bkhrfj4PAT,0,1570

Gettin set for our 4th #Budweiser Chinese New Year event in Times Square.  Happy #YearOfTheDog! https://t.co/ImWyYJCrEB,0,1571

Very excited for Diversity Night where we are honoring the upcoming Lunar New Year! https://t.co/0hXW3q0YM9,0,1572

Happy New Year-Ready for this 🔥🔥🔥dropping 2/14/18 Skin tone blessed by the sun ☀️ Females from… https://t.co/yOK9elr2xf,0,1573

"I'M Bie sse D To Be Abli. To Look Backat an AmaziNg Career And Still Be Exc I Ted Abo  ut My fotur E Projects!  

Happy New year, frieh Ds! 

Mike Pence   
Sen John mccain  
Johanas adi Chandra  

Navy MP Marine UN   👶👶🚼🚼👩👴🎄🇺🇸🇮🇱🇮🇹🏡📞☎️😪😭😯🙅🚶😎🏀👐✋👇👊👉 https://t.co/wByeMUDYJe",0,1574

@She_Who_Is Happy new year dear,0,1575

@UCHICKSRFUNNY Happy New Year,0,1576

Are we still saying Happy New Year to folks we havnt seen yet  or is it too late?,0,1577

@jjl1958 Thanks John. Happy New Year to you and yours.,0,1578

Am I sleep on the Chinese new year 6's??,0,1579

This year my birthday falls on Chinese New Year so it's cool to think most of east Asia is gonna celebrate with me,0,1580

"Gn.💋2! All.😇

💗

SPREAD! 💗

💗

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

      WORLD! 🌐 PEACE! 💗 2! All.☺

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

💗

🍾🍹🧀🍪🍷🍾🧀🍪🍹🍾

HAPPY! NEW! YEAR! 2018! 💋

 🍾🍹🍪🧀🍾🍷🍪🧀🍹🍾

💗 https://t.co/2pPg3Jm7gO",0,1581

@Dreddard_Stark Dred! Where you been?!  Happy new year! 🎆,0,1582

Merry Christmas #America And have a Happy New Year @Davos https://t.co/oWTQMbZM2D via @YouTube,0,1583

Getting ready to celebrate Chinese New Year at MPL. https://t.co/AaUO4nuiRs,0,1584

#arts #community #editorials #events #holidays #politics and more  Surreal ValeCity https://t.co/6SdDgZXuM9,0,1585

@AmesAIHAgr @NetzschPumpsNA @Advanced @scruffy_dug A real pleasure to meet you all and greatly appreciate the follow. Happy New Year https://t.co/6q8npXciHa,0,1586

Diamonds are a girl's best friend #LasVegas #Cosmopolitan #Resort #Casino #Holidays #Swarovski… https://t.co/XZ5IRDCzqr,0,1587

text,0,1588

"Gn.💋2! All.😇

💗

SPREAD!💗

💗

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

     WORLD! 🌐 PEACE! 💗 2! All.☺

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

💗

🍾🍹🧀🍪🍷🍾🧀🍪🍹🍾

HAPPY! NEW! YEAR! 2018! 💋

 🍾🍹🍪🧀🍾🍷🍪🧀🍹🍾

💗 https://t.co/vTGYAqoClQ",0,1589

Happy new year guys!,0,1590

"Happy New Year, Year of The Dog 🐶, At Bellagio Las Vegas https://t.co/eMEumZWPHj

Chinese New Year 🎍  Lunar New Year 🏵️ Floral Display In The 🏮 Bellagio Conservatory 📹 @24k

#Vegas #travel #YearoftheDog #LasVegas #HappyNewYear #TravelTuesday #CNY https://t.co/ZUzJ0FwUjh",0,1591

Test your home for radon! Happy new year! https://t.co/et3b5OAYQ6,0,1592

"Happy new year, I know I'm late, deal with it humans, It is still January https://t.co/lNlZuNyQ9y",0,1593

"Question:/What’s the cut off date for saying “HAPPY NEW YEAR?”  
Answer: I’m asking Larry David!… https://t.co/vntwketmdm",0,1594

"Happy Holibaes, Everyone! 😁👨🏾‍💻

https://t.co/m1mFkzzRpC

#blogger #bae #relationships #holidays #socialmedia #pics",0,1595

@Sydney_Key Happy New Year to you!💯😎,0,1596

"WWE SmackDown LIVE results, Jan. 23, 2018: AJ Styles sees double as he combats The “Yep!” Movement  https://t.co/KreWCgdT5d via @wwe HAPPY NEW YEAR 2018 WWE!",0,1597

"Enter To Win This Beautiful 2018 Blue Bottle- ""Chinese New Year Of The Dog""https://t.co/KPwTZ2u1gZ",0,1598

@Legacy_Building @AudraAnnika @Reach1SocMedia @MatHandInsider @CannedFoodFan Greatly appreciate the follow and a pleasure to meet you all. Happy New Year https://t.co/LQOKD0Etsz,0,1599

"@briellebobbie Happy New Year, Brie! https://t.co/0gHfN17Uen",0,1600

"Celebrate Lunar New Year this year with Haagen Dazs special edition ice cream cake for Royal Celebration.

Get yours at Haagen Dazs Emporium Pluit Mall now! (available until 28 February 2017)

Haagen Dazs | Ground Floor, EPM https://t.co/CwQjyy2mBE",0,1601

"2018 LUNAR NEW YEAR GALA BANQUET⚜️FASHION SHOW
#etfashion #fashionshow #newyear #modeling… https://t.co/47lRrYB1cw",0,1602

"2018/02/18: Chapel Hill, NC, United States: Chinese New Year Banquet 2018 https://t.co/3wZ29pkzkt https://t.co/b6nMPmv7I3",0,1603

Happy New Year-Next 🔥 Snippet from my upcoming project dropping Feb 14th 2018 Pimpin Ain’t Eazy… https://t.co/iJdtNAJ0WH,0,1604

Just loving my new vintage Cadillac &lt;3 Definitely the best Happy New Year present for the… https://t.co/eTFiiMwOr4,0,1605

"Happy New Year - #Trust that the color of our skin does not have to relate us , Our #Soul can do the Job https://t.co/3W2RMwILrx       &gt; @JBJSoulFound @jonbonjovi #jbjsoulkitchen",0,1606

"Happy New Year, believe this  - “Sometimes your only available transportation is a leap of faith. https://t.co/mttbRUSklE … … … … … … … … … … … … … … … … … … … … … @springsteen #springsteen",0,1607

"Happy New Year, try this  - “#CHANGE your life today. Don’t gamble on the future; act now, without delay.” https://t.co/RCVRxq4ncl... Do  #costbenefitanalysis in 2018",0,1608

"Happy New Year , remember this - Don’t sell yourself short; the biggest #limitations you face come from within https://t.co/aJ5kulnTx9....",0,1609

Happy New Year -Please view this   New PSA by @jonbonjovi @JBJSoulFound for #jbjsoulkitchen https://t.co/9dQ0FtBSQS … … … … … … … … … …,0,1610

"Chinese New Year 2018
Friday, February 16, 2018
         Year of the Dog
           22 Days
#ChineseNewYear2018
#LunarYear
#DogYear
#Peanuts https://t.co/DSc5xl8Bmy",0,1611

"Celebrate our diverse community!

Join our upcoming Flushing Lunar New Year Parade (Reception).… https://t.co/XDQkRsOFMS",0,1612

"The Flushing Lunar New Year Committee, led by Peter Tu, is busy preparing for our biggest… https://t.co/U1ppnRemgB",0,1613

"Celebrate our diverse community!

Join our upcoming Flushing Lunar New Year Parade (Reception).… https://t.co/pGgzkkkiIT",0,1614

"@JamesWalkerCTO good to see you, James! Happy New Year!",0,1615

#Holidays https://t.co/pdS4mmYd9o,0,1616

Happy new year’s https://t.co/mRYL3Ouw7q,0,1617

"Growing up in my teens watching wrestling I had a lot of respect for @Goldberg. Seeing him as an adult, in an episode of @CW_TheFlash last night made me respect him even more. Thank you for constantly being a part of things that inspire and motivate me #BigSir ;-) Happy New Year.",0,1618

#community #editorials #events #holidays #politics and more  Surreal ValeCity https://t.co/6SdDgZXuM9,0,1619

"SPRING CLEARANCE SALE $12.95
CC Messy Bun Ponytail Beanies

#winter #cold #holidays #snow #rain… https://t.co/7XgyPXvgNZ",0,1620

"Are you a fan of #SmartCities?
So are we. That’s why we follow the @MarketplaceCity newsletter: https://t.co/0tvUR7W0ur",0,1621

Stop telling me Happy New Year!!!! It’s almost daylights saving time!!!😆😆😆😆,0,1622

"January Special!  Happy New Year 😊
Buy 1 package of (4) Fat Burner Injections for $55
AND… https://t.co/8ejgrotrVy",0,1623

"Fat Rice making Fortune Cookies Against Humanity, among new Chinese Year of the Dog specials https://t.co/BzWwXReGzA https://t.co/1wQBo0O23B",0,1624

Happy New Year!! Loving how @denisebidot styled our Cece slip dress. Gorgeous! #shegulny… https://t.co/maagSiZgwr,0,1625

Happy New year to you too@KimNews3LV,0,1626

Next month marks 5 months on the path to celibacy. It actually hasn’t been that bad. Just not into sharing my energy with just anyone. I go through these monk stages. But after Chinese New Year I can’t promise you more lol 😂,0,1627

"the Showlist
2018 Chinese New Year Night
@liedcenterks 
Jan 27th 6:30pm
General Admission https://t.co/pxLX8GGrjb",0,1628

"1st Prize
4K HD TV

2018 KUCSSFA Chinese New Year Night 
January 27th 2018 6:30pm
Lied Center 
https://t.co/D39ilwqq60 … … https://t.co/1fx9X5dRqH",0,1629

It's the year of the dog. The Bellagio just put up their Chinese New Year flower garden… https://t.co/ut0y5WeJYR,0,1630

"You may call this ""Wednesday"", but I'm calling it ""Token White Guy Who Speaks Fluent Mandarin Guests on Chinese TV Lunar New Year Special Program"" 🤗🍾🍷🍸🍹🍽️📺🎬

#host #emcee #actor #writer #China #taiwan #chinesenewyear #ettv https://t.co/vqy4F9y4hw",0,1631

🐕🐕🐕Chinese New Year Celebration🐕🐕🐕 Sat. Feb. 10th 10am-2pm. The Year of the DOG. Houston Lion… https://t.co/8A5eGYuew7,0,1632

Happy New Year from Heart Farm! We will start Saturday Goat Yoga this Sat 10AM. Please contact… https://t.co/WJc2Q7JGmA,0,1633

@pattymo @willmenaker @cushbomb @ConnorSouthard Happy New Year,0,1634

Just finished a Chinese New Year commercial filming. Look for me on the local Chinese channel!,0,1635

"@realDonaldTrump 🍾🍹🧀🍪🍷🍾🧀🍪🍹🍾

HAPPY! NEW! YEAR! 2018! 💋

 🍾🍹🍪🧀🍾🍷🍪🧀🍹🍾

💗",0,1636

Always proof read your emails or you'll end up like me: copy and pasting an email with merry christmas and happy new year still attached to it:)))),0,1637

Lunar New Year Red envelopes. Year of the Dog. Disney California Adventure https://t.co/x7xZxFjGds,0,1638

"Ella Thomas a great 3rd grader from Hixson! Likes science, art &amp; basketball. When she grows up, Ella wants to be a meteorologist! She certainly got an awesome start as Paul’s #JuniorForecaster today! Happy new year, Ella, and howdy to all at Big Ridge Elementary 😀 https://t.co/qTmCDjZNsf",0,1639

"January is nearly over, we’ve stopped saying Happy New Year and you’re still trying to figure… https://t.co/7LoR61zeMs",0,1640

"In Celebration of the Lunar New Year!
It's the Year Of The Dog, and we're celebrating the Lunar… https://t.co/um3TtohPRt",0,1641

Students in second grade have been reading a story on the Chinese Year New. After reading the story students were placed into cooperative learning groups  using chrome books to compare and contrast the Chinese New Year and the American New Year customs. #sharepcs https://t.co/dNCh9BBVdJ,0,1642

"Gn.💋2U!😇

💗

SPREAD! 💗

💗

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

      WORLD! 🌐 PEACE! 💗 2! All.☺

🌐☺💗💋😇🌹🤗🌐☺💗💋😇🌹🤗🌐

💗

🍾🍹🧀🍪🍷🍾🧀🍪🍹🍾

HAPPY! NEW! YEAR! 2018! 💋

 🍾🍹🍪🧀🍾🍷🍪🧀🍹🍾

💗 https://t.co/s4iqZKt33z",0,1643

Hey Tricia !  Happy New Year! 🎊 LOL 🎊 https://t.co/UOKRBOYASm,0,1644

@thewandermiss Happy New Year!!,0,1645

#arts #community #editorials #events #holidays #politics and more  Surreal ValeCity https://t.co/6SdDgZXuM9,0,1646

@6foot5nbearded Lmaoooo yo I'm just hoping people have a happy new year!,0,1647

"Can I still say ""happy new year"" to people I haven't seen yet, or is that pushing it? Asking for me.",0,1648

#Archives #reviews #Holidays https://t.co/pdS4mmYd9o,0,1649

"Ad 
✨Ya empezamos a celebrar el Año Nuevo Lunar con @LingLingPanda 💫

¡Delicioso! 

#linglingasianfood #LA #asianfood

✨We started to celebrate Lunar New Year with @LingLingPanda 💫

Absolutely delicious! 👌 https://t.co/JXiTdIe8hC",0,1650

That’s how you look forward to the great things coming up in 2018 !!! 🤩 Happy New Year… https://t.co/gvnvWvuShP,0,1651

@ocean_sun19 Happy New Year! 😊,0,1652

